"","NDVI","Time","model","mon","tbp","xmin"
"1",0.2658,2000.13043478261,0.238155686490652,NA,2010.91304347826,2010
"2",0.2587,2000.17391304348,0.251746335290142,NA,2010.91304347826,2010
"3",0.2608,2000.21739130435,0.299600436344629,NA,2010.91304347826,2010
"4",0.2607,2000.26086956522,0.362408582288026,NA,2010.91304347826,2010
"5",0.2859,2000.30434782609,0.41804859995342,NA,2010.91304347826,2010
"6",0.5462,2000.34782608696,0.449812386902025,NA,2010.91304347826,2010
"7",0.5249,2000.39130434783,0.45109059245447,NA,2010.91304347826,2010
"8",0.4175,2000.4347826087,0.425305023954975,NA,2010.91304347826,2010
"9",0.3427,2000.47826086957,0.382398908914167,NA,2010.91304347826,2010
"10",0.3339,2000.52173913043,0.334512725744362,NA,2010.91304347826,2010
"11",0.2658,2000.5652173913,0.293005544107365,NA,2010.91304347826,2010
"12",0.2375,2000.60869565217,0.267313645879831,NA,2010.91304347826,2010
"13",0.2661,2000.65217391304,0.264566905361656,NA,2010.91304347826,2010
"14",0.2469,2000.69565217391,0.288525524471105,NA,2010.91304347826,2010
"15",NA,2000.73913043478,NA,NA,2010.91304347826,2010
"16",0.3489,2000.78260869565,0.402106099973825,NA,2010.91304347826,2010
"17",0.4542,2000.82608695652,0.46605663250029,NA,2010.91304347826,2010
"18",0.5094,2000.86956521739,0.509555224451071,NA,2010.91304347826,2010
"19",0.5017,2000.91304347826,0.5164964767688,NA,2010.91304347826,2010
"20",0.4252,2000.95652173913,0.481561303555319,NA,2010.91304347826,2010
"21",0.3589,2001,0.413915098458154,NA,2010.91304347826,2010
"22",0.3095,2001.04347826087,0.335012902068287,NA,2010.91304347826,2010
"23",0.2766,2001.08695652174,0.270864356377717,NA,2010.91304347826,2010
"24",0.259,2001.13043478261,0.241985244312763,NA,2010.91304347826,2010
"25",0.2583,2001.17391304348,0.255575893112421,NA,2010.91304347826,2010
"26",0.267,2001.21739130435,0.303429994166552,NA,2010.91304347826,2010
"27",0.2933,2001.26086956522,0.366238140109918,NA,2010.91304347826,2010
"28",0.5318,2001.30434782609,0.421878157775363,NA,2010.91304347826,2010
"29",0.4627,2001.34782608696,0.453641944724266,NA,2010.91304347826,2010
"30",0.4752,2001.39130434783,0.454920150276541,NA,2010.91304347826,2010
"31",0.2472,2001.4347826087,0.429134581777045,NA,2010.91304347826,2010
"32",0.3079,2001.47826086957,0.386228466736534,NA,2010.91304347826,2010
"33",0.3287,2001.52173913043,0.338342283566452,NA,2010.91304347826,2010
"34",0.2313,2001.5652173913,0.296835101929388,NA,2010.91304347826,2010
"35",0.2718,2001.60869565217,0.271143203701944,NA,2010.91304347826,2010
"36",0.2701,2001.65217391304,0.268396463183791,NA,2010.91304347826,2010
"37",0.2432,2001.69565217391,0.292355082293177,NA,2010.91304347826,2010
"38",0.2406,2001.73913043478,0.341277005624493,NA,2010.91304347826,2010
"39",0.2506,2001.78260869565,0.405935657796142,NA,2010.91304347826,2010
"40",0.5216,2001.82608695652,0.469886190322533,NA,2010.91304347826,2010
"41",0.5376,2001.86956521739,0.513384782273132,NA,2010.91304347826,2010
"42",0.449,2001.91304347826,0.520326034591025,NA,2010.91304347826,2010
"43",0.4118,2001.95652173913,0.485390861377716,NA,2010.91304347826,2010
"44",0.3318,2002,0.417744656280068,NA,2010.91304347826,2010
"45",0.2921,2002.04347826087,0.338842459890201,NA,2010.91304347826,2010
"46",0.264,2002.08695652174,0.27469391419977,NA,2010.91304347826,2010
"47",0.254,2002.13043478261,0.245814802134954,NA,2010.91304347826,2010
"48",0.2586,2002.17391304348,0.259405450934599,NA,2010.91304347826,2010
"49",0.2528,2002.21739130435,0.307259551988795,NA,2010.91304347826,2010
"50",0.2891,2002.26086956522,0.370067697932201,NA,2010.91304347826,2010
"51",0.4762,2002.30434782609,0.425707715597648,NA,2010.91304347826,2010
"52",0.5421,2002.34782608696,0.457471502546318,NA,2010.91304347826,2010
"53",0.5603,2002.39130434783,0.458749708098815,NA,2010.91304347826,2010
"54",0.473,2002.4347826087,0.432964139599096,NA,2010.91304347826,2010
"55",0.332,2002.47826086957,0.3900580245586,NA,2010.91304347826,2010
"56",0.4822,2002.52173913043,0.342171841388718,NA,2010.91304347826,2010
"57",0.3863,2002.5652173913,0.300664659751706,NA,2010.91304347826,2010
"58",0.3093,2002.60869565217,0.274972761524159,NA,2010.91304347826,2010
"59",0.2831,2002.65217391304,0.272226021006002,NA,2010.91304347826,2010
"60",0.2795,2002.69565217391,0.296184640115362,NA,2010.91304347826,2010
"61",0.4706,2002.73913043478,0.345106563446748,NA,2010.91304347826,2010
"62",0.5236,2002.78260869565,0.409765215617997,NA,2010.91304347826,2010
"63",0.6486,2002.82608695652,0.473715748144862,NA,2010.91304347826,2010
"64",0.6731,2002.86956521739,0.517214340095399,NA,2010.91304347826,2010
