"dip","noisef","nrange","a","dfend","Lhistory","LStablehistory","nrdatamonitor","Tsim","Tmon","Dsim","Dmon","sn"
-0.5,0,0.1,0.1,12,146,146,1,147,147,2006.47826086957,2006.47826086957,0.683130260739233
-0.5,0,0.1,0.1,12,146,146,2,147,147,2006.47826086957,2006.47826086957,0.683130260739233
-0.5,0,0.1,0.1,12,146,146,3,147,147,2006.47826086957,2006.47826086957,0.683130260739233
-0.5,0,0.1,0.1,12,146,146,4,147,147,2006.47826086957,2006.47826086957,0.683130260739233
-0.5,0,0.1,0.1,12,146,146,5,147,147,2006.47826086957,2006.47826086957,0.683130260739233
-0.5,0,0.1,0.1,12,146,146,6,147,147,2006.47826086957,2006.47826086957,0.683130260739233
-0.4,0,0.1,0.1,12,146,146,1,147,NA,2006.47826086957,NA,1.00234451995246
-0.4,0,0.1,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,1.00234451995246
-0.4,0,0.1,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,1.00234451995246
-0.4,0,0.1,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,1.00234451995246
-0.4,0,0.1,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,1.00234451995246
-0.4,0,0.1,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,1.00234451995246
-0.3,0,0.1,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.681920388665457
-0.3,0,0.1,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,0.681920388665457
-0.3,0,0.1,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,0.681920388665457
-0.3,0,0.1,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,0.681920388665457
-0.3,0,0.1,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,0.681920388665457
-0.3,0,0.1,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,0.681920388665457
-0.2,0,0.1,0.1,12,146,18,1,147,19,2006.47826086957,2006.47826086957,0.98296952903066
-0.2,0,0.1,0.1,12,146,18,2,147,19,2006.47826086957,2006.47826086957,0.98296952903066
-0.2,0,0.1,0.1,12,146,18,3,147,19,2006.47826086957,2006.47826086957,0.98296952903066
-0.2,0,0.1,0.1,12,146,18,4,147,19,2006.47826086957,2006.47826086957,0.98296952903066
-0.2,0,0.1,0.1,12,146,18,5,147,19,2006.47826086957,2006.47826086957,0.98296952903066
-0.2,0,0.1,0.1,12,146,18,6,147,19,2006.47826086957,2006.47826086957,0.98296952903066
-0.1,0,0.1,0.1,12,146,48,1,147,NA,2006.47826086957,NA,1.01225812118799
-0.1,0,0.1,0.1,12,146,48,2,147,NA,2006.47826086957,NA,1.01225812118799
-0.1,0,0.1,0.1,12,146,48,3,147,51,2006.47826086957,2006.56521739130,1.01225812118799
-0.1,0,0.1,0.1,12,146,48,4,147,51,2006.47826086957,2006.56521739130,1.01225812118799
-0.1,0,0.1,0.1,12,146,48,5,147,51,2006.47826086957,2006.56521739130,1.01225812118799
-0.1,0,0.1,0.1,12,146,48,6,147,51,2006.47826086957,2006.56521739130,1.01225812118799
0,0,0.1,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.999994440486768
0,0,0.1,0.1,12,146,146,2,147,NA,2006.47826086957,NA,0.999994440486768
0,0,0.1,0.1,12,146,146,3,147,NA,2006.47826086957,NA,0.999994440486768
0,0,0.1,0.1,12,146,146,4,147,NA,2006.47826086957,NA,0.999994440486768
0,0,0.1,0.1,12,146,146,5,147,NA,2006.47826086957,NA,0.999994440486768
0,0,0.1,0.1,12,146,146,6,147,NA,2006.47826086957,NA,0.999994440486768
-0.5,0.5,0.1171,0.1,12,146,146,1,147,147,2006.47826086957,2006.47826086957,0.89154814972768
-0.5,0.5,0.1171,0.1,12,146,146,2,147,147,2006.47826086957,2006.47826086957,0.89154814972768
-0.5,0.5,0.1171,0.1,12,146,146,3,147,147,2006.47826086957,2006.47826086957,0.89154814972768
-0.5,0.5,0.1171,0.1,12,146,146,4,147,147,2006.47826086957,2006.47826086957,0.89154814972768
-0.5,0.5,0.1171,0.1,12,146,146,5,147,147,2006.47826086957,2006.47826086957,0.89154814972768
-0.5,0.5,0.1171,0.1,12,146,146,6,147,147,2006.47826086957,2006.47826086957,0.89154814972768
-0.4,0.5,0.1183,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.882078673951532
-0.4,0.5,0.1183,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,0.882078673951532
-0.4,0.5,0.1183,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,0.882078673951532
-0.4,0.5,0.1183,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,0.882078673951532
-0.4,0.5,0.1183,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,0.882078673951532
-0.4,0.5,0.1183,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,0.882078673951532
-0.3,0.5,0.1139,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.88988911747616
-0.3,0.5,0.1139,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,0.88988911747616
-0.3,0.5,0.1139,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,0.88988911747616
-0.3,0.5,0.1139,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,0.88988911747616
-0.3,0.5,0.1139,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,0.88988911747616
-0.3,0.5,0.1139,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,0.88988911747616
-0.2,0.5,0.1172,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.937923850277947
-0.2,0.5,0.1172,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,0.937923850277947
-0.2,0.5,0.1172,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,0.937923850277947
-0.2,0.5,0.1172,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,0.937923850277947
-0.2,0.5,0.1172,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,0.937923850277947
-0.2,0.5,0.1172,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,0.937923850277947
-0.1,0.5,0.1153,0.1,12,146,68,1,147,NA,2006.47826086957,NA,0.900152547247349
-0.1,0.5,0.1153,0.1,12,146,68,2,147,NA,2006.47826086957,NA,0.900152547247349
-0.1,0.5,0.1153,0.1,12,146,68,3,147,71,2006.47826086957,2006.56521739130,0.900152547247349
-0.1,0.5,0.1153,0.1,12,146,68,4,147,71,2006.47826086957,2006.56521739130,0.900152547247349
-0.1,0.5,0.1153,0.1,12,146,68,5,147,71,2006.47826086957,2006.56521739130,0.900152547247349
-0.1,0.5,0.1153,0.1,12,146,68,6,147,71,2006.47826086957,2006.56521739130,0.900152547247349
0,0.5,0.1118,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.95718250071518
0,0.5,0.1118,0.1,12,146,146,2,147,NA,2006.47826086957,NA,0.95718250071518
0,0.5,0.1118,0.1,12,146,146,3,147,NA,2006.47826086957,NA,0.95718250071518
0,0.5,0.1118,0.1,12,146,146,4,147,NA,2006.47826086957,NA,0.95718250071518
0,0.5,0.1118,0.1,12,146,146,5,147,NA,2006.47826086957,NA,0.95718250071518
0,0.5,0.1118,0.1,12,146,146,6,147,NA,2006.47826086957,NA,0.95718250071518
-0.5,1,0.1248,0.1,12,146,146,1,147,147,2006.47826086957,2006.47826086957,0.849344552883924
-0.5,1,0.1248,0.1,12,146,146,2,147,147,2006.47826086957,2006.47826086957,0.849344552883924
-0.5,1,0.1248,0.1,12,146,146,3,147,147,2006.47826086957,2006.47826086957,0.849344552883924
-0.5,1,0.1248,0.1,12,146,146,4,147,147,2006.47826086957,2006.47826086957,0.849344552883924
-0.5,1,0.1248,0.1,12,146,146,5,147,147,2006.47826086957,2006.47826086957,0.849344552883924
-0.5,1,0.1248,0.1,12,146,146,6,147,147,2006.47826086957,2006.47826086957,0.849344552883924
-0.4,1,0.1327,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.779437085190231
-0.4,1,0.1327,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,0.779437085190231
-0.4,1,0.1327,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,0.779437085190231
-0.4,1,0.1327,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,0.779437085190231
-0.4,1,0.1327,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,0.779437085190231
-0.4,1,0.1327,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,0.779437085190231
-0.3,1,0.123,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.89686279971677
-0.3,1,0.123,0.1,12,146,146,2,147,148,2006.47826086957,2006.52173913043,0.89686279971677
-0.3,1,0.123,0.1,12,146,146,3,147,148,2006.47826086957,2006.52173913043,0.89686279971677
-0.3,1,0.123,0.1,12,146,146,4,147,148,2006.47826086957,2006.52173913043,0.89686279971677
-0.3,1,0.123,0.1,12,146,146,5,147,148,2006.47826086957,2006.52173913043,0.89686279971677
-0.3,1,0.123,0.1,12,146,146,6,147,148,2006.47826086957,2006.52173913043,0.89686279971677
-0.2,1,0.1263,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.894587013194121
-0.2,1,0.1263,0.1,12,146,146,2,147,NA,2006.47826086957,NA,0.894587013194121
-0.2,1,0.1263,0.1,12,146,146,3,147,149,2006.47826086957,2006.56521739130,0.894587013194121
-0.2,1,0.1263,0.1,12,146,146,4,147,149,2006.47826086957,2006.56521739130,0.894587013194121
-0.2,1,0.1263,0.1,12,146,146,5,147,149,2006.47826086957,2006.56521739130,0.894587013194121
-0.2,1,0.1263,0.1,12,146,146,6,147,149,2006.47826086957,2006.56521739130,0.894587013194121
-0.1,1,0.1345,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.842468311956519
-0.1,1,0.1345,0.1,12,146,146,2,147,NA,2006.47826086957,NA,0.842468311956519
-0.1,1,0.1345,0.1,12,146,146,3,147,NA,2006.47826086957,NA,0.842468311956519
-0.1,1,0.1345,0.1,12,146,146,4,147,NA,2006.47826086957,NA,0.842468311956519
-0.1,1,0.1345,0.1,12,146,146,5,147,NA,2006.47826086957,NA,0.842468311956519
-0.1,1,0.1345,0.1,12,146,146,6,147,152,2006.47826086957,2006.69565217391,0.842468311956519
0,1,0.1264,0.1,12,146,146,1,147,NA,2006.47826086957,NA,0.903352094316565
0,1,0.1264,0.1,12,146,146,2,147,NA,2006.47826086957,NA,0.903352094316565
0,1,0.1264,0.1,12,146,146,3,147,NA,2006.47826086957,NA,0.903352094316565
0,1,0.1264,0.1,12,146,146,4,147,NA,2006.47826086957,NA,0.903352094316565
0,1,0.1264,0.1,12,146,146,5,147,NA,2006.47826086957,NA,0.903352094316565
0,1,0.1264,0.1,12,146,146,6,147,NA,2006.47826086957,NA,0.903352094316565
