"dip","noisef","nrange","a","dfend","Lhistory","LStablehistory","nrdatamonitor","Tsim","Tmon","Dsim","Dmon","sn"
-0.5,0,0.1,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.9999833214601
-0.5,0,0.1,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.9999833214601
-0.5,0,0.1,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.9999833214601
-0.5,0,0.1,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.9999833214601
-0.5,0,0.1,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.9999833214601
-0.5,0,0.1,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.9999833214601
-0.4,0,0.1,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.3293522696028
-0.4,0,0.1,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.3293522696028
-0.4,0,0.1,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.3293522696028
-0.4,0,0.1,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.3293522696028
-0.4,0,0.1,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.3293522696028
-0.4,0,0.1,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.3293522696028
-0.3,0,0.1,0.3,12,146,24,1,147,NA,2006.47826086957,NA,1.98883012539358
-0.3,0,0.1,0.3,12,146,24,2,147,26,2006.47826086957,2006.52173913043,1.98883012539358
-0.3,0,0.1,0.3,12,146,24,3,147,26,2006.47826086957,2006.52173913043,1.98883012539358
-0.3,0,0.1,0.3,12,146,24,4,147,26,2006.47826086957,2006.52173913043,1.98883012539358
-0.3,0,0.1,0.3,12,146,24,5,147,26,2006.47826086957,2006.52173913043,1.98883012539358
-0.3,0,0.1,0.3,12,146,24,6,147,26,2006.47826086957,2006.52173913043,1.98883012539358
-0.2,0,0.1,0.3,12,146,24,1,147,NA,2006.47826086957,NA,1.99227379343249
-0.2,0,0.1,0.3,12,146,24,2,147,26,2006.47826086957,2006.52173913043,1.99227379343249
-0.2,0,0.1,0.3,12,146,24,3,147,26,2006.47826086957,2006.52173913043,1.99227379343249
-0.2,0,0.1,0.3,12,146,24,4,147,26,2006.47826086957,2006.52173913043,1.99227379343249
-0.2,0,0.1,0.3,12,146,24,5,147,26,2006.47826086957,2006.52173913043,1.99227379343249
-0.2,0,0.1,0.3,12,146,24,6,147,26,2006.47826086957,2006.52173913043,1.99227379343249
-0.1,0,0.1,0.3,12,146,146,1,147,NA,2006.47826086957,NA,1.86939034353685
-0.1,0,0.1,0.3,12,146,146,2,147,NA,2006.47826086957,NA,1.86939034353685
-0.1,0,0.1,0.3,12,146,146,3,147,NA,2006.47826086957,NA,1.86939034353685
-0.1,0,0.1,0.3,12,146,146,4,147,150,2006.47826086957,2006.60869565217,1.86939034353685
-0.1,0,0.1,0.3,12,146,146,5,147,150,2006.47826086957,2006.60869565217,1.86939034353685
-0.1,0,0.1,0.3,12,146,146,6,147,150,2006.47826086957,2006.60869565217,1.86939034353685
0,0,0.1,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.25834706415584
0,0,0.1,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.25834706415584
0,0,0.1,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.25834706415584
0,0,0.1,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.25834706415584
0,0,0.1,0.3,12,146,146,5,147,NA,2006.47826086957,NA,2.25834706415584
0,0,0.1,0.3,12,146,146,6,147,NA,2006.47826086957,NA,2.25834706415584
-0.5,0.5,0.1133,0.3,12,146,146,1,147,147,2006.47826086957,2006.47826086957,2.59908235641831
-0.5,0.5,0.1133,0.3,12,146,146,2,147,147,2006.47826086957,2006.47826086957,2.59908235641831
-0.5,0.5,0.1133,0.3,12,146,146,3,147,147,2006.47826086957,2006.47826086957,2.59908235641831
-0.5,0.5,0.1133,0.3,12,146,146,4,147,147,2006.47826086957,2006.47826086957,2.59908235641831
-0.5,0.5,0.1133,0.3,12,146,146,5,147,147,2006.47826086957,2006.47826086957,2.59908235641831
-0.5,0.5,0.1133,0.3,12,146,146,6,147,147,2006.47826086957,2006.47826086957,2.59908235641831
-0.4,0.5,0.1125,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.70626976438906
-0.4,0.5,0.1125,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.70626976438906
-0.4,0.5,0.1125,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.70626976438906
-0.4,0.5,0.1125,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.70626976438906
-0.4,0.5,0.1125,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.70626976438906
-0.4,0.5,0.1125,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.70626976438906
-0.3,0.5,0.1124,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.65762026025023
-0.3,0.5,0.1124,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.65762026025023
-0.3,0.5,0.1124,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.65762026025023
-0.3,0.5,0.1124,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.65762026025023
-0.3,0.5,0.1124,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.65762026025023
-0.3,0.5,0.1124,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.65762026025023
-0.2,0.5,0.1097,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.67406010992059
-0.2,0.5,0.1097,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.67406010992059
-0.2,0.5,0.1097,0.3,12,146,146,3,147,149,2006.47826086957,2006.56521739130,2.67406010992059
-0.2,0.5,0.1097,0.3,12,146,146,4,147,149,2006.47826086957,2006.56521739130,2.67406010992059
-0.2,0.5,0.1097,0.3,12,146,146,5,147,149,2006.47826086957,2006.56521739130,2.67406010992059
-0.2,0.5,0.1097,0.3,12,146,146,6,147,149,2006.47826086957,2006.56521739130,2.67406010992059
-0.1,0.5,0.1113,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.66139467260061
-0.1,0.5,0.1113,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.66139467260061
-0.1,0.5,0.1113,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.66139467260061
-0.1,0.5,0.1113,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.66139467260061
-0.1,0.5,0.1113,0.3,12,146,146,5,147,151,2006.47826086957,2006.65217391304,2.66139467260061
-0.1,0.5,0.1113,0.3,12,146,146,6,147,151,2006.47826086957,2006.65217391304,2.66139467260061
0,0.5,0.1123,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.66514567264929
0,0.5,0.1123,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.66514567264929
0,0.5,0.1123,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.66514567264929
0,0.5,0.1123,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.66514567264929
0,0.5,0.1123,0.3,12,146,146,5,147,NA,2006.47826086957,NA,2.66514567264929
0,0.5,0.1123,0.3,12,146,146,6,147,NA,2006.47826086957,NA,2.66514567264929
-0.5,1,0.1312,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.41479177952479
-0.5,1,0.1312,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.41479177952479
-0.5,1,0.1312,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.41479177952479
-0.5,1,0.1312,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.41479177952479
-0.5,1,0.1312,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.41479177952479
-0.5,1,0.1312,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.41479177952479
-0.4,1,0.1238,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.54887085392088
-0.4,1,0.1238,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.54887085392088
-0.4,1,0.1238,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.54887085392088
-0.4,1,0.1238,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.54887085392088
-0.4,1,0.1238,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.54887085392088
-0.4,1,0.1238,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.54887085392088
-0.3,1,0.1247,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.416656249886
-0.3,1,0.1247,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.416656249886
-0.3,1,0.1247,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.416656249886
-0.3,1,0.1247,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.416656249886
-0.3,1,0.1247,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.416656249886
-0.3,1,0.1247,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.416656249886
-0.2,1,0.1273,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.43365295096173
-0.2,1,0.1273,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.43365295096173
-0.2,1,0.1273,0.3,12,146,146,3,147,149,2006.47826086957,2006.56521739130,2.43365295096173
-0.2,1,0.1273,0.3,12,146,146,4,147,149,2006.47826086957,2006.56521739130,2.43365295096173
-0.2,1,0.1273,0.3,12,146,146,5,147,149,2006.47826086957,2006.56521739130,2.43365295096173
-0.2,1,0.1273,0.3,12,146,146,6,147,149,2006.47826086957,2006.56521739130,2.43365295096173
-0.1,1,0.1255,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.2779791588304
-0.1,1,0.1255,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.2779791588304
-0.1,1,0.1255,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.2779791588304
-0.1,1,0.1255,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.2779791588304
-0.1,1,0.1255,0.3,12,146,146,5,147,151,2006.47826086957,2006.65217391304,2.2779791588304
-0.1,1,0.1255,0.3,12,146,146,6,147,151,2006.47826086957,2006.65217391304,2.2779791588304
0,1,0.1241,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.51651914286086
0,1,0.1241,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.51651914286086
0,1,0.1241,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.51651914286086
0,1,0.1241,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.51651914286086
0,1,0.1241,0.3,12,146,146,5,147,NA,2006.47826086957,NA,2.51651914286086
0,1,0.1241,0.3,12,146,146,6,147,NA,2006.47826086957,NA,2.51651914286086
-0.5,1.5,0.1407,0.3,12,146,146,1,147,147,2006.47826086957,2006.47826086957,2.29347093248217
-0.5,1.5,0.1407,0.3,12,146,146,2,147,147,2006.47826086957,2006.47826086957,2.29347093248217
-0.5,1.5,0.1407,0.3,12,146,146,3,147,147,2006.47826086957,2006.47826086957,2.29347093248217
-0.5,1.5,0.1407,0.3,12,146,146,4,147,147,2006.47826086957,2006.47826086957,2.29347093248217
-0.5,1.5,0.1407,0.3,12,146,146,5,147,147,2006.47826086957,2006.47826086957,2.29347093248217
-0.5,1.5,0.1407,0.3,12,146,146,6,147,147,2006.47826086957,2006.47826086957,2.29347093248217
-0.4,1.5,0.1272,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.17906037303652
-0.4,1.5,0.1272,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.17906037303652
-0.4,1.5,0.1272,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.17906037303652
-0.4,1.5,0.1272,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.17906037303652
-0.4,1.5,0.1272,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.17906037303652
-0.4,1.5,0.1272,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.17906037303652
-0.3,1.5,0.1311,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.24821277027838
-0.3,1.5,0.1311,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,2.24821277027838
-0.3,1.5,0.1311,0.3,12,146,146,3,147,148,2006.47826086957,2006.52173913043,2.24821277027838
-0.3,1.5,0.1311,0.3,12,146,146,4,147,148,2006.47826086957,2006.52173913043,2.24821277027838
-0.3,1.5,0.1311,0.3,12,146,146,5,147,148,2006.47826086957,2006.52173913043,2.24821277027838
-0.3,1.5,0.1311,0.3,12,146,146,6,147,148,2006.47826086957,2006.52173913043,2.24821277027838
-0.2,1.5,0.1407,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.14212624196093
-0.2,1.5,0.1407,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.14212624196093
-0.2,1.5,0.1407,0.3,12,146,146,3,147,149,2006.47826086957,2006.56521739130,2.14212624196093
-0.2,1.5,0.1407,0.3,12,146,146,4,147,149,2006.47826086957,2006.56521739130,2.14212624196093
-0.2,1.5,0.1407,0.3,12,146,146,5,147,149,2006.47826086957,2006.56521739130,2.14212624196093
-0.2,1.5,0.1407,0.3,12,146,146,6,147,149,2006.47826086957,2006.56521739130,2.14212624196093
-0.1,1.5,0.1399,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.11945057034612
-0.1,1.5,0.1399,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.11945057034612
-0.1,1.5,0.1399,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.11945057034612
-0.1,1.5,0.1399,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.11945057034612
-0.1,1.5,0.1399,0.3,12,146,146,5,147,151,2006.47826086957,2006.65217391304,2.11945057034612
-0.1,1.5,0.1399,0.3,12,146,146,6,147,151,2006.47826086957,2006.65217391304,2.11945057034612
0,1.5,0.1457,0.3,12,146,146,1,147,NA,2006.47826086957,NA,2.10317275855680
0,1.5,0.1457,0.3,12,146,146,2,147,NA,2006.47826086957,NA,2.10317275855680
0,1.5,0.1457,0.3,12,146,146,3,147,NA,2006.47826086957,NA,2.10317275855680
0,1.5,0.1457,0.3,12,146,146,4,147,NA,2006.47826086957,NA,2.10317275855680
0,1.5,0.1457,0.3,12,146,146,5,147,NA,2006.47826086957,NA,2.10317275855680
0,1.5,0.1457,0.3,12,146,146,6,147,NA,2006.47826086957,NA,2.10317275855680
-0.5,2,0.1561,0.3,12,146,146,1,147,NA,2006.47826086957,NA,1.89260200196561
-0.5,2,0.1561,0.3,12,146,146,2,147,148,2006.47826086957,2006.52173913043,1.89260200196561
